 Mean of the integrated profile, Standard deviation of the integrated profile, Excess kurtosis of the integrated profile, Skewness of the integrated profile, Mean of the DM-SNR curve, Standard deviation of the DM-SNR curve, Excess kurtosis of the DM-SNR curve, Skewness of the DM-SNR curve,target_class
58.6796875,64.90147986,1.522530818,1.285979711,98.75083612,70.34203198,0.742129983,-0.7871871429999999,0.0
105.2421875,47.05278719,0.398089263,0.35384711700000004,1.099498328,13.77170405,15.17531283,248.78945550000003,0.0
110.0859375,45.39824256,0.10001968,0.371979374,1.632943144,13.08167877,10.7201106,148.8132254,0.0
115.890625,38.29067167,0.173415618,0.937931334,1.981605351,13.70818651,11.6402738,167.74842969999997,0.0
87.03125,39.21175236,0.6337843879999999,1.7466447580000002,2.35367893,14.08346459,9.033197091,112.3223972,0.0
124.7109375,51.81354075,-0.070737596,-0.34996283799999994,1.10367893,13.03523472,13.81715799,209.0115169,0.0
104.546875,48.63493783,0.204677196,0.219262922,3.006688963,19.07523273,8.323422273,77.84775171,0.0
108.796875,42.80029194,0.360756076,0.436675156,3.251672241,20.72904605,7.886281254,68.74417238,0.0
121.8359375,57.05914932,0.080463337,-0.737542315,1.340301003,14.65524942,12.92848542,,0.0
17.03125,28.36754789,7.172622696,53.1934326,132.9749164,81.56521309,-0.241343492,-1.153211203,1.0
94.1171875,41.16024726,0.60824666,1.17138177,2.255852843,17.46175249,10.0272914,112.5657129,0.0
118.40625,47.53755711,0.287346268,0.201792212,3.012541806,15.91403568,7.731587251,79.56010249,0.0
115.1328125,48.40976966,0.35356919,0.122473997,123.4406355,101.2555411,-0.324682974,-1.790749711,0.0
15.8359375,35.20604026,,30.60445917,111.86538459999998,58.54717766,0.200295209,0.349278124,1.0
93.0,43.4964079,0.525602747,1.115279464,21.7826087,66.35519022,2.738351749,5.565650566,0.0
124.953125,46.40714172,0.018477727,-0.022946146,0.755016722,,17.25828846,355.2269627,0.0
99.578125,47.05293053,,0.31714113,2.6237458190000003,17.60616829,9.334983515,100.9733446,0.0
130.3125,49.16104752,0.016362595,-0.066302846,3.239130435,19.48834676,7.660986512000001,68.9881252,0.0
109.3515625,38.86989312,0.16812801600000002,0.8246541209999999,1.384615385,12.43656402,12.25502441,189.4529218,0.0
103.1484375,39.96621422,,0.92350281,6.018394648999998,29.11661473,5.225580902,,0.0
105.8046875,40.73601343,0.740653518,1.363533389,2.884615385,15.58685013,7.722404051,80.90782638,0.0
97.0859375,51.29541088,,-0.093807865,6.795150502,28.61070753,4.682471015,23.6831281,0.0
112.6015625,48.45073849,,0.168201026,2.193979933,14.412084900000002,9.455081029,114.3475281,0.0
120.59375,39.44645055,0.5855539820000001,1.445791691,2.128762542,13.5741544,10.02435935,133.1956614,0.0
86.234375,36.90835025,1.6655329209999998,5.5354171710000015,15.17976589,50.88779011,3.24987218,9.113489622000001,1.0
106.28125,50.29474648,0.6692374289999999,0.242076246,95.48578595,99.11096767,0.221125172,-1.7739564980000002,1.0
105.296875,44.86983943,0.182750464,0.119984702,28.14214047,67.50919568,2.138414375,,0.0
133.125,59.95727646,0.012855051,-0.804890239,31.55351171,65.2362543,1.73517963,1.35850768,0.0
118.3125,50.64131681,0.061085762,-0.041774021,2.892976589,18.14900932,7.806735382999999,71.51246886,0.0
119.7109375,41.02841095,0.288981719,0.85367494,2.7943143810000004,19.18784544,7.996625366,70.09196274,0.0
140.1328125,43.91902547,,0.1665674,1.471571906,15.92987437,12.04699842,153.8021788,0.0
90.984375,36.75573603,,2.061979303,1.5468227419999998,17.35331207,12.26008384,156.7854817,0.0
103.4921875,45.93660647,0.08848883099999999,0.048365099,3.404682274,22.91313635,7.456085946,59.02149914,0.0
123.8203125,52.35626658,0.072767668,-0.3725531520000001,3.668060201,20.54787256,7.584865207000001,66.58051985,0.0
96.6875,35.75038243,0.52459286,2.731510719,1.705685619,17.2142801,10.83986713,121.5727001,0.0
123.2265625,53.12164914,0.12106205,-0.386455451,2.640468227,15.56928096,9.275039137,111.3308171,0.0
98.6328125,51.05295521,0.492337221,0.184469657,3.93729097,26.94029533,7.181597872,51.82827499,0.0
97.5234375,52.95368921,0.621356139,0.34254054100000003,1.295150502,12.62664314,13.22726075,205.582725,0.0
126.4375,60.61349762,0.075229782,-0.65334814,2.173076923,15.03577598,9.691365988,117.099937,0.0
126.3515625,53.51016110000001,0.390940359,-0.36687134,2.174749164,12.64681267,10.43353683,156.7049799,0.0
117.0859375,56.77780532,0.116385176,-0.687688373,27.71655518,54.83638565,2.031590564,3.197074818,0.0
95.3125,38.00056537,0.567497857,1.7426393409999998,3.647157191,20.19162175,6.949442739,56.15759513,0.0
91.734375,47.21584155,0.60527486,0.6041722420000001,9.842809365,,4.088567357,15.46865301,1.0
121.546875,49.8384671,0.326859047,-0.269894479,2.490802676,16.01245593,8.182681994,83.32605796,0.0
134.796875,47.23947624,-0.049336031,0.154492364,1.607023411,12.82286384,11.59803558,170.8579575,0.0
81.2265625,39.60512412,1.02771568,3.2569270560000003,9.872909699,36.37709736,4.164901185,18.02332517,0.0
85.5703125,41.01918065,0.544897883,1.077781575,1.7884615380000002,17.09684887,11.15910727,134.1178509,0.0
125.7734375,57.83667938,-0.060112263,-0.706260118,2.673076923,17.43735019,9.967759474,115.02254340000002,0.0
91.609375,38.69779434,0.460358696,1.379765935,2.878762542,16.27094535,7.734933637999999,76.79883396,0.0
46.2734375,31.46469123,3.667177223,21.17597987,77.08026756,79.94717264,0.615688179,-0.93197616,1.0
141.1875,39.60937192,-0.172315843,0.997104608,2.731605351,19.39785108,8.826834558,85.66471835,0.0
109.78125,45.42162506,0.356715148,0.480348483,2.974080268,16.79624591,7.489498291,70.56483701,0.0
124.1953125,53.74870036,0.023260159,-0.332511497,2.330267559,14.120200199999998,9.557755607,122.5228314,0.0
109.0,41.68276772,0.104774786,0.7000270129999999,2.674749164,16.69489331,7.957386323,77.32265651,0.0
116.046875,48.27830442,,0.249100207,7.381270903,39.77131683,5.228639549,25.4883525,0.0
116.109375,48.80865612,-0.014180962,-0.181011318,2.119565217,13.0660754,10.04035203,141.3300804,0.0
121.5,48.45116743,0.235468011,-0.08288738,1.730769231,14.43435457,10.44265537,129.9706382,0.0
139.078125,55.18740931,-0.185357187,-0.265128813,6.127090301,29.51963071,5.160762183,27.07749261,0.0
139.53125,51.9001351,0.060858245,-0.306831238,96.92809365,99.5556424,0.142389414,-1.85207017,0.0
91.953125,44.54875478,0.8493150690000001,1.584868649,35.50250836,69.73682607,1.586333182,0.790308618,1.0
98.9140625,48.40600223,,0.236233836,2.498327759,14.1526259,9.188782978999999,115.1707384,0.0
123.625,52.10116361,0.040286937,0.066141063,0.673076923,9.735428743,19.21606148,434.305014,0.0
115.796875,41.37261311,0.078444812,0.388073848,1.967391304,13.28141912,9.935226299,135.57775790000002,0.0
126.75,50.48622956,-0.004164052,-0.379142572,2.887959866,22.78705748,8.405041492999999,72.63329758,0.0
100.953125,57.15560714,0.476319694,-0.492659415,11.06856187,39.59975738,3.832602709,14.59184082,0.0
23.2265625,35.52886477,4.9401255,25.45324765,122.8770903,72.11734986,-0.065027063,-0.678937398,1.0
90.15625,45.14152009,0.380457176,0.521557642,1.5451505019999998,14.42882896,12.35969394,171.1491156,0.0
112.3046875,53.16403839,0.101907705,-0.559555157,3.731605351,22.61479163,7.537782178,62.99213413,0.0
126.8359375,51.71538355,,-0.28287895,4.72826087,26.269071500000006,6.9659475460000015,51.38449395,0.0
97.15625,46.93619963,0.318199181,0.327285525,5.632943144,29.7032686,5.657428672000001,32.43010938,0.0
95.1484375,46.66856039,1.054643907,1.925756371,99.30602007,102.4645709,0.273439843,-1.757864752,1.0
114.890625,49.3666503,0.217869249,0.08415363099999999,2.294314381,13.57693307,9.737168227,130.9282139,0.0
108.4609375,46.89231386,0.27047605,0.341018939,1.758361204,16.00222514,10.88765036,130.5337639,0.0
115.8828125,45.58056416,0.28303332,0.533887984,1.224916388,13.1795073,13.1040378,194.6360895,0.0
90.6796875,41.16732882,,1.804455923,1.798494983,13.21061817,11.24827295,162.0899701,0.0
139.3671875,49.40266173,-0.08792521699999999,-0.071445307,6.176421405,28.60148532,5.8803869739999985,37.9369415,0.0
114.6171875,48.94482242,0.166496005,-0.35014535,4.683110368,,5.879451089,37.50275718,0.0
131.9296875,46.42655214,-0.226691103,0.016222596000000002,4.467391304,26.62152247,6.508011912000001,43.56298552,0.0
112.5078125,48.80797772,0.17171007800000002,-0.063509204,2.367056856,17.96726543,9.198791937000001,,0.0
129.6015625,48.91947143,0.278880759,0.068817226,4.089464883,21.94332597,6.375726293,45.33585520000001,0.0
109.1640625,58.32918134,0.273248985,-0.480316633,2.257525084,19.26241688,9.331581623,91.12977998,0.0
131.6640625,50.25377432,-0.11973079,-0.472867143,5.472408027,27.27041731,5.934484515,,0.0
125.171875,52.30635558,,-0.360770123,2.132107023,12.44563855,10.251278,158.1902038,0.0
138.7109375,51.02207738,,-0.201963853,3.173076923,18.21093365,8.101454381,78.59526328,0.0
109.6953125,51.10231138,0.274609454,0.012138776,1.318561873,13.39444139,13.95727461,229.8966882,0.0
128.453125,47.72952103,0.199422866,-0.221861885,4.212374582,,7.178946111,55.21750577,0.0
116.0625,47.77563939,0.209711221,0.254120394,2.701505017,18.17934707,7.891081388,71.27455793,0.0
96.2109375,40.76220146,0.646871463,1.207000811,2.524247492,16.7570755,9.159339611,102.13469659999998,0.0
113.59375,55.7513225,0.283653257,-0.472524479,3.316889632,18.63450828,7.659497063,70.54673659,0.0
105.015625,46.2065648,0.205473766,0.372112397,1.615384615,12.09304358,11.9042893,190.6875401,0.0
142.5546875,56.75479173,-0.263939492,-0.873392607,52.30434783,81.78936983,1.039534567,-0.717235095,0.0
95.0625,50.1634438,0.657025774,0.348162566,10.090301,38.94576719,4.103211971,16.36638029,0.0
78.2890625,36.39586007,,3.126514262,1.403846154,11.30542617,13.6333761,246.7427472,0.0
99.828125,46.37754531,0.276293724,0.499028959,2.224916388,12.91173073,9.996153843,144.5296058,0.0
150.3984375,50.07967712,-0.104309734,-0.270474784,3.5133779260000004,25.06401146,7.792356038999999,62.44269267,0.0
114.0,44.58646796,-0.056666749,0.25824534600000004,3.137959866,22.41383047,8.207095666,71.02269519,0.0
101.640625,43.89239939,0.34636805600000004,0.811145253,1.642140468,13.21398482,10.73359949,148.350984,0.0
100.890625,39.49628827,0.518331071,1.550456789,1.733277592,,12.45360191,204.6668024,0.0
103.90625,51.97992965,0.252922453,-0.176073708,16.68394649,57.22319246,3.151687926,7.985688109,0.0
116.2109375,44.34975556,0.176215304,0.221383066,2.06270903,12.89591393,10.3016424,149.8065882,0.0
128.703125,44.88359238,-0.017787153,0.490291517,2.31270903,17.07212339,9.323117475,97.79955654,0.0
114.03125,54.99288839,0.078090646,-0.39993856,2.7525083610000003,14.79951703,8.677846957,102.6063021,0.0
132.25,47.67746454,-0.058997405,0.11622912,1.7357859530000002,13.03668955,11.61812665,169.8862186,0.0
100.4609375,39.43663873,0.470312296,1.3895530740000002,3.804347826,22.05238931,6.707951727999999,49.01011952,0.0
135.8359375,49.46001816,,-0.076658066,1.2474916390000002,10.65915933,14.81645391,293.25189,0.0
161.3046875,58.73743996,-1.117342296,0.63882486,99.38712375,84.64303246,-0.085735655,-1.6248981619999998,0.0
115.875,45.92640172,0.296296805,-0.05143602,5.663879599,30.00037457,5.684501691,32.85561493,0.0
112.015625,46.6717233,0.305809653,-0.10780398,2.050167224,12.58884779,10.33346046,155.29105719999995,0.0
106.5078125,47.774862,0.6792186709999999,0.359940964,3.199832776,17.57019462,7.3458862310000015,67.01579785,0.0
100.7109375,39.58735443,,1.905771248,3.035953177,21.91404335,7.741671347,,0.0
101.109375,44.96478385,0.46684233,0.650444999,4.303511706,,5.918597012,38.15288961,1.0
119.0859375,45.31677175,0.143403898,0.058035781,1.387123746,13.130479800000002,12.78557783,191.954047,0.0
124.6328125,50.57217477,0.149706295,-0.324914925,1.870401338,12.89911045,11.11379802,164.86543600000005,0.0
127.0078125,47.96784341,0.308369922,0.028843643,17.56103679,50.30783618,2.768575547,6.297872077999999,0.0
154.8359375,46.13393839,-0.313311753,0.082159219,7.258361204,30.11531858,5.232191563,30.44459502,0.0
96.90625,36.79959186,,1.885337692,3.482441472,18.72389222,7.507602146,69.13526993,0.0
110.953125,45.25256543,0.147586598,0.297511332,2.176421405,14.85323335,10.05025675,124.9340571,0.0
125.2578125,42.47283067,,0.564218376,2.019230769,17.72534223,10.48394986,,0.0
126.421875,47.70803283,0.059551295,0.417030384,8.747491639,36.42125953,4.488501237,19.98846875,0.0
98.7265625,50.40782349,,0.245230855,0.570234114,9.011285211,22.01858876,561.8337872999998,0.0
116.0390625,47.71536741,0.17850779,-0.234020006,4.1279264210000015,,7.0644082689999985,53.78155009,0.0
82.28125,38.41568232,0.681826858,1.993163682,9.280100334,36.92203625,4.172112145,17.22504605,0.0
135.4296875,50.05320351,0.07122941099999999,-0.215082566,4.039297659,26.39735521,7.13637797,52.54085714,0.0
127.75,42.94982538,0.263881221,0.456432033,2.927257525,18.31201772,7.994835952000001,73.08050478,0.0
126.2734375,48.08207742,0.19912225,0.295099677,1.679765886,11.59843542,12.43028569,215.1304081,0.0
103.9453125,49.67618717,0.263475883,0.27805082,2.52006689,14.25603546,8.937613104,109.40089609999998,0.0
85.84375,39.09292565,0.644002347,1.754021675,1.193979933,13.05605988,13.95621135,223.6619506,0.0
127.4921875,58.32974639,-0.04460885,-0.8669850929999999,4.10451505,18.85594784,6.3460208,50.89862756,0.0
72.3671875,35.22469639,1.072200278,4.453463589,0.6638795989999999,11.31285413,19.3715335,400.0012132,0.0
125.5703125,45.59651227,0.158003405,0.555319754,2.365384615,,9.055661141,107.21511409999998,0.0
132.84375,51.77602569,-0.036361393,-0.319533846,1.612876254,14.03917601,12.10620212,172.3932753,0.0
100.921875,46.20142878,0.685814307,0.923027231,16.70234114,50.16184536,3.121537703,8.878925279,1.0
91.578125,38.12430519,0.313315538,1.555187937,2.287625418,18.95587767,10.16528957,113.6005178,0.0
97.8671875,47.40852559,0.54364148,0.4061434370000001,2.488294314,16.47621261,9.249479994,102.0549879,0.0
126.734375,45.28874108,0.221415177,-0.111667817,2.946488294,20.13205931,7.998963167,70.22167181,0.0
147.4375,44.64210982,-0.26503743,0.304661326,5.929765886,28.99299449,6.157387032999999,40.73797105,0.0
159.671875,47.00384116,-0.304295563,-0.06995668099999999,2.224916388,18.55973132,9.058002752,86.80915883,0.0
136.796875,50.21179508,0.24234248100000005,-0.41811487,2.448996656,19.12797704,9.18685928,91.70510154,0.0
113.984375,47.76324822,0.092822828,-0.239677213,22.95234114,60.71405018,2.452075586,4.399656984,0.0
137.0859375,51.35949087,0.004315666,-0.13989747800000002,1.691471572,11.53318438,12.52337909,219.5388777,0.0
121.2421875,45.54629274,0.320767815,0.614311005,1.928929766,13.34745849,10.85677255,150.5869716,0.0
111.9609375,44.59757602,0.361592559,0.593320595,3.357023411,16.68978597,6.89302239,63.75380615,0.0
133.046875,56.22775385,,-0.670306976,2.890468227,17.89122305,8.882722671,93.89154139,0.0
134.4375,45.93197246,-0.20144771600000005,0.406254314,8.204849498,36.22348889,4.7178233060000005,22.05750683,0.0
114.5,47.34035673,0.18304239,-0.075925288,2.6931438130000003,16.76565768,7.917282892,75.81984385,0.0
126.4921875,47.40434383,-0.059104993,0.311292894,3.204849498,,7.947923724,75.09488149,0.0
36.25,29.00134695,4.64565083,28.57886244,16.28177258,47.30140709,3.40310322,11.37358079,1.0
137.9453125,58.24132293,-0.004644844,-0.676629129,4.801839465,26.18939949,6.37065865,42.81991474,0.0
86.2890625,56.40176088,,0.963525918,62.36287625,85.06887094,0.9007024809999999,-0.79444372,0.0
105.546875,37.83926932,0.310740006,1.6953993019999998,4.441471572,24.45901122,6.232311297000001,42.06976098,0.0
144.359375,51.99710544,-0.237919953,-0.17364898899999998,3.83277592,21.24810743,7.190081211,59.81785765,0.0
128.2109375,53.81270359,-0.10999675,-0.369825844,1.222408027,11.18567973,14.37083175,263.3462628,0.0
122.0859375,51.79482167,,-0.17338995699999998,2.47826087,17.91722968,9.028766623,91.43250993,0.0
129.71875,58.7670105,0.088514464,-0.479970514,2.152173913,14.52199072,9.847212682,122.3616961,0.0
44.8671875,45.69333429,,8.810672554,176.11956519999995,,-1.7853765780000002,2.940913427,1.0
98.7421875,42.27112011,0.495653744,0.889844035,2.693979933,21.09347719,8.628129428,77.79632194,0.0
98.203125,48.09355456,0.318348374,0.307241909,2.759197324,15.06137524,8.453216591,95.63924102,0.0
116.7265625,48.7291165,0.071630709,0.014853564,2.296822742,15.4359619,10.02721576,122.2040334,0.0
118.125,53.28109421,0.288844547,-0.374223753,5.765886288,33.91532896,5.7901639220000005,32.02376286,0.0
111.140625,43.86676105,,0.588207638,1.464046823,14.32031598,11.94749845,156.94753569999997,0.0
43.5,28.49122672,4.334565003,26.33986977,39.58528428,75.5334114,1.706101856,1.403351821,1.0
133.3046875,47.95303018,-0.035505885,0.090902875,2.084448161,16.16792292,11.03194773,139.9902635,0.0
117.390625,48.75548597,0.315378522,0.0955331,2.12541806,15.48100539,10.30903207,127.455521,0.0
89.6171875,44.42323454,0.5371757779999999,0.501992725,5.317725753,21.77889931,5.246347701,33.91262632,0.0
134.0859375,45.91313594,0.071210081,0.070056417,1.530100334,14.77602903,11.25158417,140.180932,0.0
110.1015625,48.708771,0.518679192,0.34342516799999995,1.065217391,12.33428323,14.14140861,230.3871918,0.0
86.8203125,38.40398612,0.768007764,1.759370438,2.101170569,16.60344986,10.44405588,123.7950425,0.0
127.2890625,49.84603676,0.024368056000000003,-0.315295506,3.773411371,18.70447862,6.5396901110000005,52.38842864,0.0
117.84375,50.62290698,-0.016790658,-0.21946994600000005,31.5735786,66.4073809,1.792573896,,0.0
123.25,54.32972253,-0.035510797000000004,-0.494210662,3.034280936,20.10939136,7.174848722,54.93152953,0.0
160.953125,56.53329486,-0.6847332490000001,-0.297175552,10.54431438,40.89118699,4.427151306,19.41511228,0.0
91.8046875,44.41161493,0.309584269,0.604835012,2.153846154,14.15666324,10.44011134,140.1962868,0.0
121.828125,43.70231497,0.234856672,-0.032099019,1.131270903,12.76296608,15.31812245,265.8693812,0.0
86.390625,44.50618538,0.610356369,0.802806166,1.994983278,15.40821269,10.88150409,140.5890979,0.0
111.5078125,55.80532514,0.094904865,-0.652896327,4.785953177,26.98295021,6.172494387,39.10567937,0.0
118.6796875,45.92026609,-0.044072907,0.365133976,1.232441472,11.68222577,13.83097018,235.6601373,0.0
140.0390625,54.01003992,,-0.426999545,4.096153846,24.52641642,6.318928586,40.93901278,0.0
101.9296875,46.48003328,0.425094987,0.618000024,0.8486622070000001,12.92354699,16.364909,276.722213,1.0
103.96875,47.47350207,0.304791679,0.016580582,1.5058528430000002,11.25543195,13.17515728,239.0896684,0.0
111.0625,50.3158384,0.034507039,-0.120349572,3.483277592,23.47261739,7.37308948,56.74183607,0.0
79.09375,35.60601194,0.968391519,3.791725451,21.47826087,56.99373928,2.488894994,4.721033707,0.0
130.5390625,38.38475087,-0.114142863,1.1393027409999998,1.779264214,14.89078764,10.36404123,124.1822487,0.0
136.265625,48.75536579,0.108763277,-0.209345699,2.184782609,13.27752908,10.22349389,141.7723679,0.0
23.34375,36.11038578,5.234768382,28.0879005,70.34949833,59.35442768,1.112250227,1.109907849,1.0
122.1171875,51.45653826,0.058075427,-0.174187285,3.045150502,20.49617718,7.717871574,65.30845002,0.0
118.65625,48.10509938,0.12993185699999998,-0.138890023,14.09782609,45.6504235,3.2148660280000003,9.221699431000001,0.0
108.5859375,51.50372064,0.09432933,-0.310161847,4.9749163880000005,30.73931888,6.239043567,38.11494319,0.0
83.859375,40.05206268,0.764697139,1.758846735,1.150501672,12.29299872,13.68505242,219.5815029,0.0
123.1171875,51.91619164,0.16533025099999998,0.076440748,22.41137124,,2.473383285,5.142636137,0.0
120.3515625,50.28179806,0.128213346,-0.13741345900000002,4.230769231,25.75707046,6.551772259,43.91045163,0.0
94.28125,51.19813496,1.184976477,1.473597043,2.756688963,17.59266428,9.543768817,106.0679885,1.0
136.828125,67.33650447,-0.257777961,-1.276375441,0.962374582,8.426909183,23.74263815,691.1961738,0.0
132.0859375,52.475147,-0.073625472,-0.233591825,3.774247492,25.15562011,7.27922989,54.86682719,0.0
112.5078125,52.72096299,0.220874886,-0.526842102,1.617892977,12.86495256,11.60714181,170.50543530000004,0.0
109.546875,51.12085243,0.354774498,-0.080964488,2.397993311,16.24690748,8.595016302000001,89.28787921,0.0
140.8046875,58.21499197,-0.295049069,-0.728040811,16.6722408,57.21029621,3.195237408,8.403035433,0.0
86.3125,44.03811382,0.355477038,0.437271542,1.360367893,11.37112172,13.8671164,246.5188064,0.0
119.1328125,42.38668185,,0.807183869,2.408026756,14.78148765,8.847060378,101.3059526,0.0
132.9921875,50.52884326,-0.057066617,-0.392244981,1.4540133780000002,13.384101500000002,11.35694896,155.39466140000005,0.0
93.3359375,45.6058654,0.537548554,0.495895796,2.510869565,13.777157999999998,8.826058342,113.4101481,0.0
114.28125,49.92775053,0.423292364,0.046840846,1.647993311,14.8412673,13.19531005,193.8442267,0.0
133.7265625,47.42983549,,0.270692187,2.725752508,15.21446589,9.00246826,109.1351285,0.0
144.4140625,52.63413331,-0.318157691,-0.047310711,3.426421405,18.367225,6.687767301,54.33813856,0.0
79.0859375,33.69695539,1.072169693,4.555680618999999,4.440635452,19.93850884,6.177981895,46.12936028,0.0
90.640625,35.70467721,0.5215200729999999,2.543200349,1.919732441,17.48550031,10.65795717,123.4802383,0.0
69.2109375,45.26616637,2.024290832,4.485091033,2.546822742,18.20122515,9.997592919,109.1223064,1.0
127.1796875,47.22377473,0.691843155,0.560011013,1.471571906,12.45426528,15.14681544,280.8429042,0.0
122.1015625,43.94613888,0.238519027,0.434805581,0.45819398,7.986867864,27.82894845,,0.0
68.46875,40.7509466,2.093170556,5.3534325560000005,53.85284281,32.9225058,-0.731595828,0.309300434,1.0
117.09375,47.81449138,0.276503247,0.122980372,1.571070234,16.19356573,11.44697839,,0.0
119.984375,44.02875204,0.16407696800000002,0.393064729,2.140468227,19.15048663,9.63250729,96.12445058,0.0
95.9296875,47.43155984,,1.453165396,3.841973244,,6.333089994,43.84066945,0.0
123.5546875,57.00326315,0.17998208899999998,-0.500010301,15.07107023,42.64607945,3.3298764060000003,11.00711159,0.0
111.0546875,42.37542562,0.326217996,0.682166046,1.753344482,18.23637615,11.03400466,125.7820957,0.0
170.4765625,61.62613651,-1.218279754,0.695876403,62.5493311,90.90053041,0.938098676,-0.852810057,0.0
118.7265625,40.55488466,,0.8911952240000001,3.721571906,,7.153364366,55.73816753,0.0
95.5390625,45.77405487,0.673111867,1.200379642,2.142976589,15.67512331,9.378669853,102.7649192,0.0
105.5234375,43.91041392,0.828310557,1.789748921,23.04264214,,2.3511303530000003,4.256981041,1.0
101.109375,51.79123272,0.386449996,0.013776817,2.911371237,16.98067477,8.038120913,81.04171963,0.0
124.5234375,81.63054775,,-1.428468736,101.5811037,48.90538552,0.150754891,0.612922851,0.0
106.4765625,50.213134,0.361172007,0.07108783,1.91638796,12.27777851,11.08067519,174.17851530000004,0.0
111.046875,35.79190275,0.232718727,1.551619282,2.760033445,,8.339631366,77.68005331,0.0
124.9140625,57.95594061,-0.044880791,-0.7336805270000001,2.861204013,21.73200559,9.331689267,90.58011458,0.0
86.2421875,34.71462815,0.7722808959999999,3.534833873,2.173076923,,10.59176765,148.69153980000004,0.0
131.5,53.0039798,,-0.277780305,1.930602007,,11.39195355,183.9775652,0.0
123.5859375,43.75991447,0.323615273,0.565867778,6.503344482,32.44708822,5.108635192,25.48160592,0.0
105.9296875,42.32596418,0.6330396620000001,1.3224255109999998,2.343645485,16.98030932,9.29931154,99.44553595,0.0
22.8046875,37.05508117,4.994566133,24.50582979,159.2215719,69.21780057,-0.443609794,-0.974657424,1.0
122.828125,51.83207703,0.114814009,-0.27445349,98.78177258,69.04133343,-0.680209395,-1.40617513,0.0
108.8671875,46.17956987,0.206244911,0.043904121,3.210702341,17.51513686,7.969933975,77.83355465,0.0
111.9140625,44.55176542,0.335148034,0.117880585,2.077759197,12.73671412,10.67488105,159.32521450000004,0.0
98.6015625,53.38631903,,-0.045840098,2.243311037,14.18435111,9.497911472,119.35783,0.0
99.8984375,37.88156706,0.654938271,2.277034995,1.005852843,10.11914635,16.7361914,359.4809152,0.0
140.3359375,49.69788057,-0.377740339,0.023862311,4.071906355,21.03909834,6.99152941,57.60307868,0.0
138.34375,56.09066844,0.012559794,-0.286798828,3.259197324,18.64506644,7.493529924,65.33364684,0.0
114.6015625,51.46772955,0.381648646,-0.020419559,2.481605351,17.98895507,8.883348918,90.20735684,0.0
111.609375,46.87453906,0.226778771,0.149448614,0.547658863,9.168903907999999,21.60411151,534.824061,0.0
166.3671875,47.85620896,-0.646255394,0.426753852,66.91220736,86.52314140000001,0.731531623,-1.157617251,0.0
127.34375,44.0674975,0.119400497,0.319483279,0.8135451509999999,11.00400583,16.39361598,308.449551,0.0
121.234375,47.16369174,0.0548357,0.309261814,1.658026756,16.9976177,11.54949073,141.0991291,0.0
101.125,44.48085965,0.763609532,1.001020475,1.607023411,11.42202374,12.85937508,228.020654,0.0
110.6015625,45.93632479,0.267978249,-0.034883786,2.462374582,16.19083794,8.620553486,89.87337366,0.0
90.609375,42.51198992,,1.722746445,2.772575251,18.44806822,8.96172954,92.39627168,0.0
52.046875,34.80388344,3.411746855,15.75031088,33.44983278,65.93652561,2.029982065,2.9022738880000003,1.0
101.2109375,40.90263828,0.228124149,0.845815495,2.518394649,18.29579962,9.321574362,97.57702706,0.0
117.5625,40.55489143,0.404295028,1.456775661,3.243311037,,8.292011269,76.37024633,0.0
105.125,52.36828716,0.243955299,-0.357901517,0.663043478,8.571517279,23.41509217,655.6148747000002,0.0
116.5546875,49.68680166,-0.042807060999999993,-0.239529377,3.650501672,22.79569559,7.385336046,59.58294009,0.0
71.96875,37.07655457,0.982206734,3.508845275,2.275083612,14.17634097,9.236760274,114.97735149999998,0.0
127.1328125,47.27766569,0.059918858,-0.23621087,5.346153846,30.53739268,6.037663601,36.4901967,0.0
120.7265625,46.0286451,,0.0774015,2.240802676,14.5617888,9.689833966,118.2733024,0.0
122.703125,48.61220259,0.141574014,0.089481184,2.071906355,14.004293900000002,10.21322303,134.1366644,0.0
139.296875,55.93206808,-0.20483392600000006,-0.6863924690000001,157.4071906,88.45402363,-0.727610938,-0.94270948,0.0
129.1953125,70.3358082,0.016979713,-0.985866648,148.05016719999998,39.88628265,-0.082299775,0.343368499,0.0
88.5078125,37.30532722,0.8565797079999999,2.030431492,2.632943144,21.09593198,8.508451426,75.08453491,0.0
119.9921875,51.3411531,0.214492295,-0.342845155,1.850334448,13.77386072,11.13282795,154.5172866,0.0
113.984375,49.71606638,0.201877707,-0.010474091,4.97993311,29.78211735,6.2362217520000005,38.89379532,0.0
140.265625,54.63865453,,-0.25013557,3.319397993,23.06925718,7.564428409,59.77520771,0.0
108.7109375,47.02910541,0.313033784,0.031815658,1.523411371,12.69590118,13.15897187,219.0250116,0.0
28.2265625,31.27579307,4.948784161,27.52994766,85.21571906,72.5315774,0.536083971,-0.479415846,1.0
125.1328125,55.68499168,0.119933511,-0.535857615,2.098662207,,10.17251815,133.5160155,0.0
115.34375,56.99046487,0.228566401,-0.210235004,4.431438127,,6.8804716,52.6473879,0.0
25.5078125,62.13593919,2.872564938,6.614724178,162.9874582,,-0.420447708,-1.151424761,1.0
97.859375,40.48586450000001,,1.229244783,1.372073579,15.04156524,11.95906614,152.78485780000003,0.0
127.25,45.39909828,,0.30349472,6.393812709,33.97059414,5.559184745,30.62363238,1.0
